NUMBER_OF_CLASSES,NUMBER_OF_TEST_CLASSES,NUMBER_OF_UNIT_TEST_CASES,NUMBER_OF_COMPONENTS,AMBIGUITY_GROUPS,INFORMATION_GAIN,RHO
1,1,6,63,8.634920634920633,0.9998182469603429,0.5079365079365079
